brand,events,views,carts,purchases,users_chunk_sum,revenue,avg_price
nikai,690,654,28,8,379,140.0,17.5
nikakids,373,372,1,0,220,0.0,62.44876516962975
nikanplus,76,73,3,0,51,0.0,10.27
nike,352211,348260,2666,1285,180574,135442.28,108.73767137457007
nikon,107711,103114,3325,1272,39781,579951.97,597.0356166658861
nikotex,6347,6303,23,21,4360,2032.03,108.63476145667339
nillkin,17872,17556,246,70,13233,443.78000000000003,7.367738025079461
ninaricci,15,14,1,0,10,0.0,56.42999999999999
ninebot,5598,5468,92,38,3126,22724.53,556.371544607979
ningbo,88,85,2,1,63,40.07,40.12763888888889
nintendo,43906,42737,748,421,23052,117183.56999999999,267.69583298256777
nioxin,1833,1790,28,15,1096,638.4399999999999,42.424307497217434
nirmal,268,250,16,2,141,6.7,3.311481481481482
nishane,161,158,3,0,100,0.0,226.6
nissan,540,539,1,0,380,0.0,706.3495681820173
nitecore,8585,8406,140,39,3047,2748.16,62.45319459204401
nitro,16170,15828,234,108,9859,29687.13,280.1702979331207
nitto,19479,18397,799,283,11131,22234.32,80.62318716570134
nivea,8555,8180,282,93,4338,321.08,3.9881736269806853
nixx,389,386,1,2,244,234.24,110.69121840140537
nizegorodskaaigruska,73,72,1,0,48,0.0,14.8
niznekamsksina,6499,5833,548,118,3666,4588.78,44.68995857805501
nmp,104,104,0,0,82,0.0,57.378797222222225
nobby,6233,6070,123,40,3436,841.4399999999999,19.230005089765257
nobleroyale,197,191,6,0,92,0.0,25.74
nobu,871,868,2,1,631,283.15,283.15
nocnezna,7742,7503,179,60,3450,1869.95,41.19228274405309
noctua,219,218,1,0,144,0.0,52.23190579710145
nodor,530,530,0,0,283,0.0,686.7766675790718
nokia,717174,684706,23841,8627,257091,755394.5,120.4613686690839
nokian,563266,514172,36224,12870,230872,960880.3099999999,81.07979647247879
noktamakro,7569,7343,178,48,2882,18594.02,491.4020448877909
nomad,631,629,0,2,498,133.8,59.518527983898345
nomi,152,150,1,1,86,105.28,105.57918032786885
noname,6,6,0,0,4,0.0,572.99
noopies,369,360,6,3,272,129.23,43.04482928601079
noordi,29,29,0,0,20,0.0,528.3972222222222
noppies,24583,24474,86,23,18178,732.85,45.64803769829659
noppiesbaby,226,223,3,0,190,0.0,21.019217821782178
nord,2590,2528,53,9,1506,447.67,48.883195866117205
nordica,581,579,1,1,351,437.33,373.20341339564413
nordictrack,846,843,3,0,575,0.0,2522.59
norfin,90758,89415,1066,277,44051,16780.16,130.2807159590814
norman,40,40,0,0,26,0.0,475.40474637681166
normann,1718,1642,59,17,917,437.58,25.104870938105925
norplast,710,673,32,5,470,161.93,32.06511368511369
nortec,2139,2051,73,15,1308,1068.9,102.62556857786517
northcoast,274,273,1,0,211,0.0,797.5766673177478
noryalli,4091,4051,33,7,2828,209.28,30.862780791898714
notbad,301,289,10,2,140,20.08,10.416444745348839
note,4267,4157,86,24,2459,261.94,9.810431963056212
novaavysota,148,144,4,0,58,0.0,163.17572548036756
novabright,16,16,0,0,11,0.0,49.05
novatex,13988,13817,135,36,9485,2503.09,85.41937404135336
novatrack,1306,1269,28,9,771,1385.08,138.848009519171
novigo,5641,5617,20,4,4349,2970.37,684.813418644402
novline,31429,30548,692,189,18950,5278.54,27.80335028013233
now,4537,4313,161,63,1971,1112.33,19.199248970813617
nowodvorski,67,67,0,0,57,0.0,78.55094444444444
nowystyl,213,213,0,0,155,0.0,335.26295312499997
nubia,7904,7852,37,15,4887,2248.66,153.01306539025651
nuforce,36,36,0,0,28,0.0,88.05749999999999
nuk,656,648,7,1,437,24.14,40.81998931087586
numark,168,166,2,0,101,0.0,62.637169217687074
nuna,6647,6431,138,78,3179,17488.23,233.94245141438068
nuovabattipav,185,184,1,0,140,0.0,61.34627134146342
nurpress,43,43,0,0,32,0.0,1.419375
nutrend,3375,3267,89,19,1667,283.28,28.539287604560528
nutrex,10052,9702,236,114,3747,3226.54,28.16555584399457
nutribullet,1633,1585,35,13,689,880.33,88.73432076759636
nutricia,6989,6309,467,213,3424,1760.12,6.90483619211949
nutrilak,455,445,7,3,253,14.25,5.230692388460681
nutrilon,24240,22760,1058,422,10906,5156.23,12.164904687681174
nux,486,481,3,2,310,1441.48,613.2800306571049
nuxe,5392,5227,122,43,2475,1033.65,20.684965011821493
nvidia,736,732,3,1,490,102.94,102.94
nvp,24,23,1,0,15,0.0,6.8689285714285715
nvprint,40,40,0,0,27,0.0,22.010277777777777
nyce,849,845,1,3,563,122.52000000000001,49.00988419359908
nyne,101,100,1,0,77,0.0,209.1706896551724
nyxprofessiona,390,373,14,3,255,48.66,16.22
nz,4520,4395,91,34,2849,7241.85,189.60474347934633
nzxt,5084,4963,84,37,2510,6129.849999999999,166.6509319806695
oase,257,255,2,0,171,0.0,77.1366275
oasis,184276,173434,8232,2610,55276,99189.89,45.29427015238089
obi,7182,7124,45,13,4573,4200.24,343.7656095918477
obsessive,2825,2817,6,2,2497,40.68,20.34
ocag,362,347,12,3,188,1917.5100000000002,574.7794548490564
ockel,1,1,0,0,1,0.0,344.9
ocz,391,374,11,6,196,394.32,71.64146723646724
odeonlight,192,190,2,0,117,0.0,60.828498243083445
odri,60,60,0,0,52,0.0,12.787027027027028
ogiz,395,374,17,4,273,55.709999999999994,12.251670397421725
ogreen,222,196,13,13,100,2407.29,184.21773427471115
oitez,1184,1155,23,6,787,289.91,50.82196168582376
okalan,29,27,1,1,21,15.44,15.44
oklick,470,456,13,1,251,22.62,25.931371742770548
okuma,9443,9231,134,78,4204,4497.8,54.91388912886698
ol-tex,857,844,11,2,504,116.13999999999999,50.87750893377829
oleo-mac,47,47,0,0,34,0.0,355.12438888888886
oley,2442,2377,55,10,1623,978.1,97.76356163617034
olimp,241,236,5,0,149,0.0,14.839437984496124
olimp-biznes,161,156,4,1,130,21.51,15.341737373737374
olimpic,438,420,17,1,261,20.39,20.39
olivella,765,726,27,12,429,111.92,11.142597794541208
oliviabambino,33,32,1,0,22,0.0,141.59645833333335
ollin,2295,2227,56,12,1223,82.88000000000001,7.276645540314334
olmeko,7315,7169,100,46,4781,8664.89,273.14694351764814
olmio,35897,34560,880,457,19222,17486.47,34.69912370652873
olsa,956,922,30,4,529,1687.65,330.305964470963
olss,56,55,1,0,43,0.0,111.84335714285714
olto,14370,13663,496,211,7974,7185.13,59.296237562810305
olympus,4157,4078,48,31,2460,19953.86,425.39034971053536
oma,64,64,0,0,31,0.0,579.5935269578905
omabelle,252330,250279,1319,732,107975,1084596.91,1488.887918290267
ombra,40003,39659,304,40,27504,11962.789999999999,293.8433900946322
omero,6632,6571,42,19,3872,1516.51,100.16498402265735
omnilux,99,95,3,1,21,68.73,68.73
omnimount,1307,1289,14,4,771,275.32,172.92317823211584
omnio,136,135,1,0,98,0.0,224.73999999999998
omoikiri,5109,5064,37,8,2423,1447.26,261.6055417088001
omron,268222,245811,16483,5928,76995,353616.66000000003,61.742484412169254
omsa,14,14,0,0,10,0.0,6.9
on,1447,1358,65,24,673,1685.16,68.80734489871692
onanoff,1,1,0,0,1,0.0,23.14
one,100,100,0,0,92,0.0,41.8
oneplus,277649,271452,4500,1697,103612,1144429.92,692.7000462783467
onhillsport,606,589,11,6,370,308.88,55.051929920188655
onix,115,110,3,2,68,587.82,298.86529411764707
onkron,5480,5300,140,40,2803,1495.47,37.69710296134391
onlitop,16373,16203,101,69,10286,9225.56,127.46942705774516
ontario,49,47,2,0,32,0.0,49.11575
ooba,257,253,3,1,199,22.45,21.69286422637591
oonies,2,2,0,0,1,0.0,9.01
ooops,4,4,0,0,4,0.0,3.22
opadiris,6929,6769,137,23,4015,3665.31,275.4030798808614
opple,184,183,1,0,135,0.0,85.4971359223301
oppo,2067003,1906904,114285,45814,665172,10301239.69,297.3556101941684
optima,12127,11385,587,155,6160,14233.29,127.51160240474285
optimeal,101,98,2,1,50,5.91,11.315699393939394
optimum,315,313,1,1,145,162.84,498.3309093345463
optimumnutrition,73,65,4,4,40,79.8,24.80901234567901
optimus,1686,1674,8,4,1139,361.4,91.78850727248927
optiplus,122,115,5,2,65,11.58,5.79
optoma,6798,6629,133,36,2988,22160.91,828.0554405636186
orabel,3,3,0,0,3,0.0,27.13
oral-b,30225,28343,1410,472,13070,14084.32,37.43733786805878
oral_b,77,66,9,2,43,77.18,38.59
oralcare,2207,2176,27,4,1208,133.86,34.13531553929927
orange,31934,30593,1042,299,17366,3515.65,12.551290088122894
orangedaily,156,155,1,0,83,0.0,32.76060234036797
orangekids,454,447,6,1,272,76.72,85.973434239766
orbotix,4,4,0,0,1,0.0,128.68
organickitchen,522,488,30,4,275,14.4,3.043828330603803
organicshop,1618,1534,69,15,882,40.0,2.6137764806903263
organiczone,304,291,9,4,213,21.689999999999998,6.27063884498586
oribel,171,170,0,1,126,245.12,229.18641414141413
orico,4597,4383,161,53,2693,744.6800000000001,18.13485953708352
orient,163236,159790,2361,1085,48729,156908.62,156.6676122218168
origami,363,357,5,1,292,5.12,4.650152490003635
originalamnet,682,620,51,11,241,112.62,8.599095987933945
origins,9551,9300,196,55,4332,2076.21,44.047718473989654
orimag,333,332,1,0,217,0.0,365.1831557377049
orion,50,50,0,0,24,0.0,210.14083333333335
oris,19642,19455,149,38,9344,64425.05,1779.6249207453063
orium,2564,2356,127,81,1408,25338.11,309.2022599992959
orivel,382,380,1,1,205,141.66,134.92572473143176
orjade,77,77,0,0,44,0.0,25.74
orla,721,708,8,5,405,3418.3799999999997,792.7824406230897
orly,98,97,1,0,62,0.0,7.33
ormatek,73,73,0,0,61,0.0,1142.32641025641
ortega,6851,6674,117,60,3484,6212.81,97.90317491800806
orto-bed,7661,7443,185,33,3755,9569.64,331.3126816804891
ortopazl,454,448,3,3,310,84.39,28.266291666666667
os,1862,1808,38,16,1219,339.38,27.17896686845789
osann,805,803,1,1,570,72.07,120.97747735033055
oscardelarenta,104,100,3,1,71,70.18,71.64707317073172
osgona,37,37,0,0,29,0.0,88.2044
osman,11586,11388,152,46,5417,12874.140000000001,242.64466586980342
osminozka,24,24,0,0,15,0.0,16.290333333333333
osprey,39,39,0,0,35,0.0,118.15000000000002
ostamebel,19391,18879,388,124,10920,91674.06,801.2411364079193
oster,2213,2173,27,13,882,1870.13,116.94223143917478
otan,14515,14433,56,26,8052,14890.95,634.0349754968254
otani,234,221,7,6,117,1709.3899999999999,313.11549029834896
otex,3808,3735,56,17,1902,4990.18,277.4944193371674
otherocean,171,160,10,1,121,30.86,30.860000000000003
ottozimmermann,189,187,1,1,129,13.39,45.09166595734582
ouaps,3,3,0,0,3,0.0,34.81
oukitel,1435,1434,1,0,1106,0.0,111.80389937106918
oumile,54,53,1,0,26,0.0,6.318181818181818
ourgeneration,2094,2067,20,7,1125,379.53999999999996,60.76860675448201
oursson,29874,28329,1147,398,13218,43119.33,100.36945681343485
outwell,5708,5666,31,11,3251,600.29,54.17173705733522
ovation,25508,24001,1158,349,14493,18633.38,90.9857700264853
ovevo,2,2,0,0,1,0.0,59.18
ovk,747,733,10,4,503,90.6,21.922558078309084
owner,216,213,3,0,147,0.0,10.68
oxford,49,48,1,0,31,0.0,19.15
oxygen,4971,4873,86,12,1932,9111.91,751.446270193846
oxygenbotanicals,27,25,2,0,12,0.0,5.074
ozkaplan,507,495,7,5,335,786.4300000000001,41.05450359243119
p.i.t.,40698,39709,729,260,17453,16300.880000000001,79.89113976184126
pablosky,23355,23226,85,44,11971,2765.29,58.57801590462631
packing,463,451,9,3,329,225.32999999999998,77.88330561568063
paint,136,134,2,0,70,0.0,30.027368421052632
paiste,544,531,10,3,260,456.59,258.0623876810333
pajak,986,984,2,0,535,0.0,612.4306604343537
palars,387,379,7,1,256,18.02,18.02
palisad,2443,2404,30,9,1880,204.66,27.788124495627216
palit,80518,76874,2690,954,34794,236001.36,316.4984372234681
palmers,5659,5406,179,74,2680,550.71,8.667315828452232
palms,11,11,0,0,10,0.0,133.98
palplay,517,507,7,3,433,127.41,42.86496240601504
pampers,10242,9414,552,276,5116,2484.36,7.778741028014675
panasonic,407975,388516,14782,4677,147613,436252.96,150.37106206542487
pandect,3403,3352,34,17,2059,5217.52,290.23951755024086
pandora,106109,104089,1441,579,43213,120635.56999999999,338.54647991488883
pangao,2999,2943,40,16,1980,1639.99,101.19378709355458
panolino,139,131,5,3,74,29.64,8.815792613636365
panouge,2157,2096,42,19,1169,1704.04,102.71600830337982
pantum,258,257,1,0,201,0.0,218.63
papakarlo,1,1,0,0,1,0.0,134.92
papilla,351,350,1,0,247,0.0,25.67845073407775
papitto,2,2,0,0,2,0.0,23.35
parafar,56,55,1,0,34,0.0,329.14279999999997
parallelkomiks,130,128,2,0,90,0.0,52.165571428571425
parfumsdemarly,151,146,4,1,94,337.2,337.2
parkcity,769,764,0,5,537,540.55,102.71941176470588
parklon,763,751,8,4,484,514.74,147.80179751131223
parkmaster,26113,25665,319,129,13347,8057.92,72.99868974528154
parkwood,123,116,6,1,76,131.28,152.03204761904763
parrot,4285,4247,28,10,2573,1829.53,216.59644037278304
partner,23148,22532,323,293,15183,33605.18,109.89373145923308
partypopteenies,13,13,0,0,12,0.0,18.15
parus,32,32,0,0,15,0.0,22.91
pasabahce,25301,24222,809,270,13580,1621.29,7.7301119727058385
paso,943,920,18,5,547,149.76,29.054411215680382
pastel,29,29,0,0,13,0.0,152.85741666666667
paton,448,431,16,1,237,504.62,413.9759563721384
patrino,1244,1181,40,23,802,2058.74,83.65619766949473
patriot,10746,10410,248,88,5844,6247.82,73.47666870754368
patrol,768,744,19,5,466,431.29,81.92335122231292
patron,73,73,0,0,60,0.0,89.7972761904762
pavlina,61,58,2,1,40,33.19,31.228402777777777
pavlinka,42,42,0,0,27,0.0,25.48556481481482
pawpatrol,1102,1063,36,3,703,67.11,28.99818728422145
payot,4688,4598,65,25,1654,1132.15,46.37812293518235
pccooler,12153,11730,326,97,4033,2346.39,19.49795112641773
pdw,4984,4884,71,29,3523,11653.83,442.115903353882
peak,8411,8286,84,41,6376,4273.62,95.24399876035712
pearl,772,729,33,10,433,5539.099999999999,571.6107521079155
peavey,18308,17952,263,93,8975,28772.28,363.4180661246852
pebble,10,10,0,0,7,0.0,154.42
peda,63559,63183,167,209,24835,317207.85,1621.1188193013486
pediasure,105,105,0,0,65,0.0,1.8346153846153848
pedrollo,5160,5128,20,12,2530,7258.45,825.3610642298452
peg-perego,39111,37122,1437,552,14710,100092.51,197.44051761988342
pegperego,3,3,0,0,2,0.0,358.72
penn,179,179,0,0,141,0.0,86.75
penny,1190,1171,16,3,640,131.19,42.43401673857834
pensofal,2230,2216,10,4,1618,729.3800000000001,141.53590054335115
pentax,500,498,2,0,377,0.0,1422.450315461159
peppapig,359,356,2,1,256,51.46,25.61776628728414
pequetren,2723,2671,42,10,1079,699.87,66.32174780011026
perilla,106621,99573,5045,2003,38383,60730.58,34.03641436699974
perina,3682,3648,22,12,2126,1060.66,81.95986025409154
permanence,1587,1566,15,6,1155,4460.7,812.479481064402
persona,12916,12912,0,4,8566,1413.16,290.8445886944509
peruzzo,3017,3013,3,1,2272,91.12,240.7409774509591
pervenec,143,142,1,0,77,0.0,58.75508159722222
petek,70059,68736,932,391,24900,27732.23,75.03068084007138
peterhof,27789,26455,902,432,14257,29934.79,69.03567102480318
petitfee,125,117,4,4,73,54.2,13.55
petro-canada,3466,3332,104,30,1595,469.19,17.912110887162804
phanteks,533,512,17,4,307,393.47,129.18453175744298
phantom,18069,17513,392,164,11559,2665.94,16.663714246551656
philandteds,57,57,0,0,28,0.0,195.2239423076923
philippus,94,94,0,0,74,0.0,41.15506944444444
philips,1143453,1085165,41759,16529,432910,1908795.47,161.3942403349939
phillips,3932,3866,46,20,2007,3244.91,150.83999675971424
phoenix,55262,53438,1372,452,25877,75334.42,169.5021457931575
piatnik,3379,3291,65,23,2017,462.38,17.461022025412205
picard,63772,62707,760,305,25983,23123.94,83.54047448470294
picks,1,1,0,0,1,0.0,105.02
pierrelannier,3052,2934,89,29,1641,4553.58,171.7276807521577
pierrericaud,285,285,0,0,178,0.0,102.65117527576002
pika,71,67,3,1,41,101.44,111.77488461538462
pikate,11392,10692,495,205,4642,19788.65,96.52999999999999
pilsan,1400,1378,22,0,1022,0.0,28.85820937658576
pinarello,680,680,0,0,486,0.0,2521.5729411764705
pinghudakebabycarrier,1243,1191,43,9,744,3583.62,396.4352440135622
pinskdrev,64224,63604,516,104,29047,85586.71,980.8309017453537
pinti,878,867,8,3,648,5.4,3.1033708063596457
pintinox,5319,5289,24,6,3276,301.68,70.63874558449454
pinus,6302,6263,31,8,4449,4062.9799999999996,238.25437439664515
pioneer,582696,565398,11885,5413,182055,612419.13,147.9832207812365
pirelli,83242,78443,3443,1356,42735,132023.12,111.70929906115327
pirs,805,763,35,7,567,20.93,2.99
pisen,820,817,0,3,668,51.24,16.66256980614072
pit,239,237,2,0,146,0.0,58.620164524170036
piter-trejd,255,247,5,3,181,20.770000000000003,7.702782513426423
pituso,42855,41570,858,427,18027,40578.19,97.45842173329332
pixel,59,59,0,0,45,0.0,196.25607575757576
pixelone,225,223,1,1,124,180.16,166.22066645502645
pixiebelles,146,136,8,2,78,85.98,42.99
pjmaks,50,49,1,0,40,0.0,5.193214285714285
pjmasks,185,183,2,0,125,0.0,10.994327240660574
plamers,113,108,3,2,73,9.46,3.73914025974026
planet,1377,1373,4,0,805,0.0,38.23378332826119
planetaorganica,1393,1346,35,12,916,79.51,6.192835832447381
plano,3045,3039,2,4,1698,361.22,111.51083612265472
plantex,1284,1275,8,1,933,15.38,17.999146666666668
plantronics,56365,53530,2062,773,21873,32960.51,54.09877467632266
plastik,800,784,14,2,449,57.92,22.840426670529517
plastiska,34,34,0,0,23,0.0,74.25119444444444
playgro,2696,2669,21,6,1865,64.84,16.95640974301488
playlab,374,369,3,2,277,45.82,19.37565164190164
playland,153,150,3,0,115,0.0,7.8493706896551725
playmates,2478,2421,49,8,1522,278.94,28.981568075950026
playme,35181,34183,763,235,17062,37552.61,155.31667316680162
playmobil,488,484,4,0,359,0.0,52.75334245698936
playskool,74,71,2,1,55,33.45,33.45
playway,51,51,0,0,44,0.0,54.03
plextor,5708,5444,199,65,2252,4982.82,91.34004298920455
plitex,15381,15134,184,63,8089,2494.57,43.12960321663103
plusplus,26,26,0,0,17,0.0,7.9121428571428565
pnb,12094,11607,351,136,5988,756.45,5.696504507246757
pny,4089,3994,66,29,2287,11189.65,401.8698136678456
pocketbook,92691,87642,3867,1182,26990,177725.15,146.14031437829783
poholy,3297,3208,65,24,2357,1269.26,58.928495714734915
polar,10806,10629,137,40,5215,13965.25,365.81613187037686
polarb,28,28,0,0,22,0.0,24.59894736842105
polaris,895942,855039,29856,11047,335194,509559.17,49.30904227620061
polaroid,6338,6253,56,29,3431,1740.02,65.60970995489494
polarring,513,510,2,1,358,23.16,23.16
polese,6691,6450,185,56,4140,2065.37,32.31296499455142
polesie,272,261,9,2,166,42.47,22.080521757463316
poli,2615,2563,49,3,1872,61.07000000000001,19.346536542395427
police,571,566,4,1,377,43.5,177.4296765716801
poligrafkombinat,165,162,3,0,133,0.0,7.964407169117647
polimerbyt,54,54,0,0,42,0.0,12.2475
polini,40494,39628,565,301,23029,46722.65,177.06823451110813
polirobocar,30,30,0,0,21,0.0,13.87
polisad,80,77,2,1,49,15.44,15.44
polistil,163,160,1,2,103,164.68,76.60958159722223
polkaudio,497,487,9,1,265,1820.8,699.297385473879
polo,688,660,20,8,536,123.83999999999999,16.536307580956315
polti,2857,2836,12,9,1703,1664.88,244.1701545179503
ponalino,13,13,0,0,13,0.0,9.24
poopeez,207,204,3,0,162,0.0,14.827004629629629
poopsie,27436,26794,590,52,17555,4727.76,80.45977674208832
popcornbooks,13,13,0,0,12,0.0,13.800833333333332
popov,20774,19975,619,180,9008,22313.61,126.86795143558571
poppops,332,327,3,2,257,15.18,7.661659369980125
poppuri,13,13,0,0,13,0.0,8.4
popurri,2898,2674,172,52,1728,524.32,31.93247490987113
porsche,3012,2900,74,38,1492,5379.66,141.57
portcase,9111,8272,645,194,4659,1640.22,8.667535813279425
portdesigns,1,1,0,0,1,0.0,22.71
potatohead,20,20,0,0,19,0.0,57.89
powcan,9329,8859,384,86,5766,27311.02,323.23381327008576
powercolor,18045,17473,443,129,7862,25559.64,202.4289743064581
powerconstruction,15,15,0,0,9,0.0,9.4
powerman,307,301,4,2,217,92.77000000000001,46.17756989247312
powerplant,27358,26190,976,192,12943,5849.15,62.34230813155955
powerrangers,128,127,1,0,93,0.0,37.672065573770496
powertec,5587,5557,23,7,3080,7902.22,1425.7713291751909
powertrac,110704,99015,8893,2796,52979,114723.91,42.983962218906925
pozis,39774,38682,852,240,17518,70236.35,293.92481289245063
pqi,453,441,6,6,314,141.67,18.71214279221142
prada,10738,10426,232,80,5981,6467.21,132.64289169819685
prajm-evroznak,34,32,1,1,28,9.86,9.86
praktik,188,184,3,1,106,287.09,287.09
prc,817,815,0,2,638,6.68,11.982215450862292
preciosa,5629,5601,21,7,3316,7535.33,673.7691913199568
premier,208,206,2,0,74,0.0,10.510332614942529
premont,783,750,24,9,288,674.1800000000001,69.41869127486149
president,3,3,0,0,1,0.0,460.24
presonus,260,260,0,0,186,0.0,277.28018003565063
prestige,2522,2497,16,9,1519,2249.5,227.0955667062018
prestigio,205341,192048,9293,4000,93179,214355.11,69.29753645317287
prestiz,1805,1750,51,4,1295,56.64,14.16
pride,84476,81922,1715,839,34003,115737.74,157.4030460279002
primefitness,198,197,1,0,120,0.0,472.6766666666667
princessa,130,129,1,0,101,0.0,2.4912651515151514
princessemarinadebourbon,230,201,27,2,123,75.86,52.12403448637956
princetontec,51,51,0,0,37,0.0,71.24633333333333
printhousegerona,10,9,1,0,9,0.0,12.538571428571428
privia,150,145,3,2,91,11.2,5.860698529411764
pro-ject,460,459,1,0,313,0.0,562.918684400077
pro-karaoke,2839,2820,11,8,1360,1595.91,239.50551130428198
proel,658,656,2,0,471,0.0,636.1467449259453
prof-press,49,49,0,0,41,0.0,3.4322121212121215
proffcarbon,211,210,1,0,173,0.0,12.87
profiko,5630,5486,101,43,3598,4658.94,104.61531495773397
profteplo,41,41,0,0,22,0.0,49.11
progress,869,852,12,5,480,988.89,203.03262175343303
